ID,System,Alarm,Timestamp,Duration
276,System overview [276],Grid alarm: Grid lost,2023-11-20 22:07:34,"35m, 40s"
276,System overview [276],Grid alarm: Grid lost,2023-11-20 21:12:20,"52m, 39s"
276,System overview [276],Grid alarm: Grid lost,2023-11-20 20:41:22,"28m, 23s"
276,System overview [276],Grid alarm: Grid lost,2023-11-20 19:27:03,"27m, 50s"
276,System overview [276],Grid alarm: Grid lost,2023-11-20 19:22:47,"1m, 40s"
276,System overview [276],Grid alarm: Grid lost,2023-11-20 19:18:33,"1m, 40s"
276,System overview [276],Grid alarm: Grid lost,2023-11-20 19:14:18,"1m, 39s"
276,System overview [276],Grid alarm: Grid lost,2023-11-20 19:05:35,"6m, 7s"
276,System overview [276],Grid alarm: Grid lost,2023-11-20 18:15:24,"47m, 37s"
276,System overview [276],Grid alarm: Grid lost,2023-11-20 18:11:11,"1m, 38s"
276,System overview [276],Grid alarm: Grid lost,2023-11-20 18:06:55,"1m, 39s"
276,System overview [276],Grid alarm: Grid lost,2023-11-20 17:45:39,"18m, 40s"
276,System overview [276],Grid alarm: Grid lost,2023-11-20 17:06:13,"36m, 51s"
276,System overview [276],Grid alarm: Grid lost,2023-11-16 15:25:19,17s
276,System overview [276],Grid alarm: Grid lost,2023-11-16 00:07:18,"2m, 4s"
276,System overview [276],Grid alarm: Grid lost,2023-11-15 17:37:26,"2m, 12s"
276,System overview [276],Grid alarm: Grid lost,2023-11-15 05:46:34,"1h, 12m, 21s"
276,System overview [276],Grid alarm: Grid lost,2023-11-11 15:40:14,"2m, 23s"
276,System overview [276],Grid alarm: Grid lost,2023-11-11 08:56:08,"5h, 2m, 54s"
276,System overview [276],Grid alarm: Grid lost,2023-11-10 03:51:48,"1h, 33m, 29s"
276,System overview [276],Grid alarm: Grid lost,2023-11-09 18:42:36,"4h, 36m, 37s"
276,System overview [276],Grid alarm: Grid lost,2023-11-03 08:18:13,"26m, 42s"
276,System overview [276],Grid alarm: Grid lost,2023-11-02 19:40:50,"2m, 2s"
276,System overview [276],Grid alarm: Grid lost,2023-11-02 15:34:23,19s
276,System overview [276],Grid alarm: Grid lost,2023-11-02 13:55:22,"2m, 25s"
276,System overview [276],Grid alarm: Grid lost,2023-11-01 15:26:43,"1m, 38s"
276,System overview [276],Grid alarm: Grid lost,2023-11-01 15:19:02,"3m, 39s"
276,System overview [276],Grid alarm: Grid lost,2023-11-01 12:27:41,28s
276,System overview [276],Grid alarm: Grid lost,2023-10-21 06:40:39,"1m, 33s"
276,System overview [276],Grid alarm: Grid lost,2023-10-19 10:54:56,"3h, 24m, 12s"
276,System overview [276],Grid alarm: Grid lost,2023-10-18 03:36:43,"1m, 28s"
